,[0],"[0, 1]","[0, 2]","[0, 3]","[0, 4]","[0, 5]","[0, 6]","[0, 1, 2]","[0, 1, 3]","[0, 1, 4]","[0, 1, 5]","[0, 1, 6]","[0, 2, 4]","[0, 2, 5]","[0, 2, 6]","[0, 2, 7]","[0, 3, 6]","[0, 3, 7]","[0, 4, 8]"
Op. 4 ii,0.0,26.4026402640264,3.3003300330033,0.9900990099009901,1.9801980198019802,1.3201320132013201,0.33003300330033003,19.801980198019802,8.25082508250825,4.9504950495049505,5.9405940594059405,11.221122112211221,1.9801980198019802,2.6402640264026402,6.270627062706271,0.9900990099009901,2.31023102310231,1.3201320132013201,0.0
Op. 4 iii,0.0,10.894941634241246,8.949416342412452,0.0,1.556420233463035,0.7782101167315175,0.38910505836575876,10.116731517509727,7.782101167315175,5.058365758754864,15.56420233463035,11.673151750972762,2.7237354085603114,5.836575875486381,8.560311284046692,2.3346303501945527,1.556420233463035,5.058365758754864,1.1673151750972763
Op. 4 iv,0.0,10.0,2.5,5.0,2.5,0.0,2.5,15.0,15.0,12.5,7.5,10.0,0.0,5.0,10.0,0.0,0.0,0.0,2.5
Op. 4 v,5.445544554455446,27.22772277227723,11.881188118811881,2.4752475247524752,1.4851485148514851,0.0,0.0,19.801980198019802,6.435643564356436,5.445544554455446,3.4653465346534658,2.9702970297029703,5.9405940594059405,0.9900990099009901,2.4752475247524752,0.0,0.9900990099009901,1.9801980198019802,0.9900990099009901
Op. 5 i,8.85057471264368,15.057471264367816,3.67816091954023,5.977011494252873,8.39080459770115,4.942528735632184,0.6896551724137931,4.827586206896552,8.620689655172415,13.218390804597702,5.862068965517241,4.827586206896552,2.528735632183908,1.9540229885057472,4.827586206896552,1.264367816091954,1.264367816091954,2.9885057471264367,0.22988505747126436
Op. 5 ii,0.0,6.896551724137931,20.689655172413794,3.4482758620689653,1.7241379310344827,1.7241379310344827,0.0,10.344827586206897,8.620689655172415,10.344827586206897,10.344827586206897,8.620689655172415,0.0,3.4482758620689653,8.620689655172415,0.0,1.7241379310344827,3.4482758620689653,0.0
Op. 5 iii,7.051282051282051,5.128205128205128,0.641025641025641,0.3205128205128205,0.9615384615384616,0.0,0.3205128205128205,5.128205128205128,16.346153846153847,25.64102564102564,11.858974358974358,3.205128205128205,0.9615384615384616,0.3205128205128205,19.55128205128205,0.0,0.3205128205128205,1.282051282051282,0.9615384615384616
Op. 5 iv,0.0,4.166666666666666,0.0,1.3888888888888888,1.3888888888888888,1.3888888888888888,0.0,6.944444444444445,0.0,5.555555555555555,12.5,13.88888888888889,0.0,0.0,8.333333333333332,9.722222222222223,4.166666666666666,5.555555555555555,25.0
Op. 5 v,15.476190476190476,2.976190476190476,7.738095238095238,11.30952380952381,7.142857142857142,2.976190476190476,2.380952380952381,1.7857142857142856,0.5952380952380952,10.714285714285714,7.142857142857142,3.571428571428571,1.7857142857142856,5.357142857142857,6.547619047619048,1.1904761904761905,1.7857142857142856,7.738095238095238,1.7857142857142856
Op. 6 i,0.3448275862068966,14.482758620689657,4.137931034482759,4.827586206896552,5.172413793103448,0.6896551724137931,1.7241379310344827,7.241379310344828,12.758620689655173,17.24137931034483,9.310344827586208,1.7241379310344827,12.068965517241379,1.3793103448275863,3.103448275862069,0.6896551724137931,1.7241379310344827,0.3448275862068966,1.0344827586206897
Op. 6 ii,20.436507936507937,25.992063492063494,17.063492063492063,3.968253968253968,4.365079365079365,1.5873015873015872,1.3888888888888888,7.5396825396825395,3.968253968253968,3.571428571428571,3.1746031746031744,2.380952380952381,0.3968253968253968,0.992063492063492,1.3888888888888888,0.0,0.7936507936507936,0.7936507936507936,0.1984126984126984
Op. 6 iii,35.0,1.6666666666666667,1.6666666666666667,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,1.6666666666666667,5.0,5.0,6.666666666666667,3.3333333333333335,6.666666666666667,8.333333333333332,5.0,3.3333333333333335,1.6666666666666667,0.0,0.0
Op. 6 iv,29.145728643216078,24.623115577889447,2.512562814070352,1.0050251256281406,0.0,0.0,0.5025125628140703,14.572864321608039,10.552763819095476,6.532663316582915,2.512562814070352,2.0100502512562812,1.507537688442211,1.507537688442211,2.0100502512562812,0.0,0.0,1.0050251256281406,0.0
Op. 6 v,7.82122905027933,8.379888268156424,21.22905027932961,19.553072625698324,1.675977653631285,17.318435754189945,0.5586592178770949,5.027932960893855,2.793296089385475,6.70391061452514,2.793296089385475,1.1173184357541899,0.0,0.0,3.35195530726257,0.0,0.0,1.1173184357541899,0.5586592178770949
