Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 3],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 4],[0 3 5],[0 3 6],[0 3 7],[0 4 5],[0 4 6],[0 4 7],[0 4 8],[0 5 6],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 4],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 5],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 6],[0 2 5 7],[0 2 5 8],[0 2 6 7],[0 2 6 8],[0 3 4 5],[0 3 4 6],[0 3 4 7],[0 3 5 6],[0 3 5 7],[0 3 5 8],[0 3 6 7],[0 3 6 8],[0 3 6 9],[0 4 5 6],[0 4 5 7],[0 4 6 7],[0 4 7 8],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 5],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 6],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 7],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 1 5 6 7],[0 1 5 7 8],[0 2 3 4 5],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 6],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 7],[0 2 3 6 8],[0 2 4 5 6],[0 2 4 5 7],[0 2 4 5 8],[0 2 4 6 7],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 8],[0 2 4 7 9],[0 2 5 6 7],[0 2 5 6 8],[0 2 5 7 8],[0 3 4 5 6],[0 3 4 5 7],[0 3 4 5 8],[0 3 4 6 7],[0 3 4 6 8],[0 3 4 7 8],[0 3 5 6 7],[0 3 5 6 8],[0 3 5 7 8],[0 3 5 8 9],[0 3 6 7 8],[0 3 6 8 9],[0 4 5 6 7],[0 4 6 7 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 6],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 7],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 8],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 7],[0 1 4 5 6 8],[0 1 4 5 7 8],[0 1 4 5 8 9],[0 1 4 6 7 8],[0 1 4 6 7 9],[0 1 4 6 8 9],[0 2 3 4 5 6],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 7],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 4 7 8],[0 2 3 5 6 7],[0 2 3 5 6 8],[0 2 3 5 7 8],[0 2 3 5 7 9],[0 2 3 6 7 8],[0 2 3 6 8 9],[0 2 4 5 6 7],[0 2 4 5 6 8],[0 2 4 5 7 8],[0 2 4 5 7 9],[0 2 4 6 7 8],[0 2 4 6 7 9],[0 2 4 6 8 9],[0 2 4 6 8 10],[0 2 5 6 7 8],[0 2 5 7 8 9],[0 3 4 5 6 7],[0 3 4 5 6 8],[0 3 4 5 7 8],[0 3 4 6 7 8],[0 3 4 7 8 9],[0 3 5 6 7 8],[0 3 5 6 8 9],[0 3 5 7 8 9],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 7],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 7 8],[0 1 2 5 6 8 9],[0 1 2 5 7 8 9],[0 1 3 4 5 6 7],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 8],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 8],[0 1 3 5 6 7 9],[0 1 3 5 6 8 9],[0 1 3 5 6 8 10],[0 1 3 5 7 8 9],[0 1 4 5 6 7 8],[0 1 4 5 7 8 9],[0 1 4 6 7 8 9],[0 2 3 4 5 6 7],[0 2 3 4 5 6 8],[0 2 3 4 5 7 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 8],[0 2 3 4 6 7 9],[0 2 3 4 6 8 9],[0 2 3 5 6 7 8],[0 2 3 5 6 7 9],[0 2 3 5 6 8 9],[0 2 3 5 7 8 9],[0 2 3 6 7 8 9],[0 2 4 5 6 7 8],[0 2 4 5 6 7 9],[0 2 4 5 6 8 9],[0 2 4 5 7 8 9],[0 2 4 6 7 8 9],[0 3 4 5 6 7 8],[0 3 4 6 7 8 9],[0 3 5 6 7 8 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 8],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 9],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 8],[0 1 3 4 5 6 8 9],[0 1 3 4 5 7 8 9],[0 1 3 4 6 7 8 9],[0 1 3 5 6 7 8 9],[0 2 3 4 5 6 7 8],[0 2 3 4 5 6 7 9],[0 2 3 4 5 6 8 9],[0 2 3 4 5 7 8 9],[0 2 3 4 6 7 8 9],[0 2 3 5 6 7 8 9],[0 2 3 5 6 8 9 10],[0 2 4 5 6 7 8 9],[0 2 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 9],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 7 8 9],[0 1 2 4 5 6 8 9 10],[0 1 3 4 5 6 7 8 9],[0 2 3 4 5 6 7 8 9],[0 2 3 4 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 1,528.8894686987348,31.574412356758682,0.9090909090909091,1.4904761904761905,6.1764390532006725,13.203229391797604,3.539267541553898,1.6628041498731154,0,0.21739130434782608,0.9056324110671937,5.769787022073378,0.0423728813559322,0.10869565217391304,1.835662525879917,3.7642744910837562,3.5734648883141165,1.5300920830581848,0.3903162055335968,0.6259370314842579,4.838600018172731,42.295035922961986,1.7524192449229932,2.510634293242989,15.195652279369217,23.89512924606628,0.125,0.05434782608695652,0.40113871635610765,0.4441529235382309,1.712616479565632,0.3454031843862352,0.16304347826086957,1.4812882020528197,0.7804865424430643,4.13240522595845,1.157886965608105,1.9855072463768118,3.0871689155422293,13.446882060698647,2.358285143142714,1.1776498114579073,11.044484061623164,0.1694915254237288,0,0,0.8384875743946208,7.763344845154978,0.205862977602108,1.4796536796536797,0.6685033831312386,14.524909810329598,0.16304347826086957,1.9166666666666665,17.165421697243275,1.5938735177865613,9.556719292701299,0.16666666666666666,1.3652832674571804,6.72632687396206,0.7575757575757576,1.3104377506551417,9.349244019306658,2.2296376479888536,5.832389973844246,2.404603729603729,0.1515151515151515,1.7493889418926902,1.0361872222594404,19.90098781883716,0,0.47619047619047616,0.520421607378129,2.393421795595709,0.4776021080368906,1.4287365177195686,0.16304347826086957,0.125,1.510281385281385,0.25,2.4508764080429524,0.7954285569079866,3.857201733021853,0.3333333333333333,0,1.13574016563147,11.91165152557232,0.1724137931034483,1.6143233578016185,2.3959656178741415,0.6467391304347826,0.8443505519967289,2.4864895268082448,1.3227363852635894,0.6363636363636362,2.9760119940029983,8.706603104541635,0.07575757575757575,2.563534058274591,5.166481746575703,3.2937566754451537,0,1.8140118514266117,0,0,1.4869071146245059,0.16666666666666666,0.678030303030303,1.632110946232805,1.6894880481837002,3.3750547697916113,0,0.125,3.0729667633715607,0.5413608130999434,10.118481830513312,1.8408144142214606,1.9533591970248647,1.1461123251933356,0.21739130434782608,4.366118077324975,3.1816364545000226,0,0,5.897500924862245,1.44569198917025,3.2104005046360142,11.037630109643361,0.25,1.990615082069355,2.5419631767321267,4.576617223356354,0.8809872922776147,0.3903162055335968,0,1.4326287505174755,0,0,0,0.08620689655172414,0,0.428030303030303,0.49617029130394663,0.7761387163561078,0.5969462302746932,0.5859683794466404,0.6896551724137931,0.125,0.3903162055335968,1.0522774327122153,0,0.8719179371353285,0.125,0.10434782608695653,0.21739130434782608,0,0.45454545454545453,1.2344372168754332,0.25,0.9789078674948241,0.25,0,0.9707646176911544,1.3422493822213317,0,0.1831262939958592,1.182313449262602,0.4880952380952381,0.87012987012987,0.017391304347826087,0.5172413793103449,1.991946409412676,0.125,2.0556269068263067,0.5342555994729907,0.9712482468443198,0.7480237154150197,0.5776515151515151,0,0.7261904761904762,3.955948567923831,3.277797004304718,1.293743977098804,0.10869565217391304,1.9652186893566204,0,0,1.0954109411459683,0.4588744588744588,0.8628389154704944,0,4.020467037876971,0,0.769860584062036,0.691152218574842,0.7343685300207039,2.1363636363636362,1.1829836829836828,0,0.5172413793103449,0.9402173913043478,0,1.3208333333333333,0.3235836627140975,2.6807275485765185,2.973951336020302,0.2717391304347826,0.21739130434782608,0,0,0.1383808095952024,0.4679487179487179,0.4420289855072464,0.9120804582300528,0.28919631093544135,0.10869565217391304,0.125,0,0.3811252268602541,0.125,0.10869565217391304,0,0.1515151515151515,0.7142857142857143,0,0.17257878237914537,0,0.303030303030303,0.2717391304347826,0,0.3448275862068966,0,0,0.7142857142857142,0.1724137931034483,0,0.052173913043478265,0.8658008658008658,0,0,0.125,2.0065767565767567,0,0.09090909090909091,0,0,0,0,0,0.125,0,0,0,0.14253925668744577,0,0,0.6896551724137931,0.5627705627705627,0.621376811594203,0.47619047619047616,1.5515116603826282,0,0,0.29354341967772096,0,0.22727272727272724,0.125,0,0.8254727728411938,0.05217391304347826,0,0.7142857142857142,0.052173913043478265,0,0.22727272727272727,0.1088929219600726,0.303030303030303,0,1.4974613257281135,0.5,0.4545454545454545,0,0,0.02722323049001815,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.10434782608695653,0.23809523809523808,0,0,0,0,0.7559523809523808,0,0.06086956521739131,0,0.16666666666666666,0.27192982456140347,0.23809523809523808,0,0.07575757575757576,0.22727272727272724,0.3448275862068966,0,0,0,0,0,0,0,0.1088929219600726,0.043478260869565216,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 2,108.24761904761922,3.141025641025641,0,0,4.325274725274725,10.25054945054945,1.3333333333333335,0.5555555555555556,0,0,1.675,0.8,1.626984126984127,0,0.4166666666666667,0.8357142857142856,1.6666666666666667,0,0,0.9166666666666667,2.719047619047619,8.230952380952381,1.0,1.8611111111111112,10.899236874236873,8.518009768009767,0.875,0,0.5357142857142857,0,0,0,0,2.1333333333333333,0,1.0,0,0,1.05,1.0,0.5,1.0916666666666668,3.0107142857142857,0,0,0,2.721428571428571,0.675,0,1.5857142857142856,0.875,2.875,1.1357142857142857,0.5,4.379761904761905,0,5.000274725274725,0,0,2.2252747252747254,1.5107142857142857,0.8357142857142856,2.657142857142857,0,4.413095238095238,0.5357142857142857,0,0,0.875,2.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1538461538461537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 3 i,46.49999999999999,14.25,0.45,0.13333333333333333,0.625,2.033333333333333,0,0,0,0.125,0.625,0,0,0.325,0,0,3.6666666666666665,0,0.4666666666666667,0,0.125,0,0.75,0.06666666666666667,0.19166666666666665,0,0,0,0,0,0,0,0.5,0.6666666666666666,0,0,0.16666666666666666,1.0,0,0.25,0.6666666666666666,0.5,0.3333333333333333,0,0.25,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0.16666666666666666,2.0,0,0.5,0,0,0.9166666666666666,0,0,0,0,0,0,0,0.8333333333333333,0,0,0,0,0,0,0,0,0.5,0,0,0,1.0,0,0,0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,0,0,0,0,1.0,0,0.5,0,0,1.0,0,0,0.3333333333333333,1.0,0,0,0,0.6666666666666666,1.0,0,0,0,1.3333333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 3 ii,19.049999999999997,2.1999999999999993,0.7607142857142856,1.4357142857142857,1.2292857142857143,1.7578571428571423,1.042857142857143,0.22857142857142854,0.09999999999999999,0.38,0.6,0,0.19999999999999998,0.52,0.65,0,0.11499999999999999,0.1,0.9500000000000001,0.09999999999999999,0.31999999999999995,0.47,0.15999999999999998,0.58,0.5,0.3,0.049999999999999996,0,0.3,0,0,0,0.15,0,0.15,0.049999999999999996,0.25,0.15,0.35,0,0,0.15,0.15,0,0.09999999999999999,0,0,0.25,0,0,0,0,0,0,0.15,0,0.15,0,0.15,0.09999999999999999,0,0.049999999999999996,0,0.049999999999999996,0,0,0,0,0,0.09999999999999999,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.049999999999999996,0,0,0,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 3 iii,23.277777777777747,4.583333333333333,1.1111111111111112,0.2777777777777778,0.6666666666666666,0.8888888888888888,0.9444444444444444,0.8333333333333333,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,1.222222222222222,0,0.3333333333333333,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0,0,0.2222222222222222,0.05555555555555555,0.3333333333333333,0.2222222222222222,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0.2222222222222222,0,0.1111111111111111,0,0,0.1111111111111111,0,0,0.2222222222222222,0,0,0.5555555555555556,0.3333333333333333,0,0.2222222222222222,0,0.1111111111111111,0.2222222222222222,0,0,0,0,0,2.1666666666666665,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.16666666666666666,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 3 iv,37.291666666666714,7.499999999999998,0.3125,0.3125,0.20833333333333334,0.10416666666666667,0.3125,0.48611111111111116,0,0,0.06944444444444445,0,0.3125,0.5555555555555556,0.8333333333333334,0,0.06944444444444445,0,0.6597222222222222,0,1.1458333333333335,1.3888888888888888,0.10416666666666667,0,0.2777777777777778,0,0,0,0,0.2777777777777778,0,0,0,0.2777777777777778,0,0,1.25,0.5555555555555556,0,0.20833333333333334,0.1388888888888889,0.2777777777777778,0.2777777777777778,0,0,0,0.2777777777777778,0.763888888888889,0,0,0,0,0,0,0.1388888888888889,0,0,0.5555555555555556,0.2777777777777778,0.4166666666666667,0,0,0,0.2777777777777778,0,0,0,0.5555555555555556,0,0.2777777777777778,0,0,0,0,0.2777777777777778,0,0,0,0,0,0.2777777777777778,0,0.2777777777777778,0.763888888888889,0,0,0,0,0,0,0.763888888888889,0,0,0,0,0,0,0.2777777777777778,0,0.20833333333333334,0,0.4166666666666667,0,0.625,0,0.4166666666666667,0,0.5555555555555556,0,0.8333333333333334,0.20833333333333334,1.6666666666666667,0,0.3472222222222222,0.6944444444444444,0,0,1.25,0,0,0.8333333333333334,0,0,0.4166666666666667,0,0,0.6944444444444444,0.3472222222222222,0,0,0,0.9722222222222223,0.20833333333333334,0,0,0.6944444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888888888889,0,0,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 3 v,46.0,3.0,0.5,0,0.5,1.0,0.5,0,0,1.0,1.0,0,0,0,0,0.5,0.5,0,1.5,0.5,1.0,0,0,0.6666666666666666,0,0.5,0,0,0.5,0,0,0.5,0.75,0.5,0,0,0,0,2.0,0.5,0,1.0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,1.6666666666666667,0.5,0.5,0,0,0,0,0,0,0,0.8333333333333333,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1.0,1.5,1.0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,5.0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.8333333333333333,0,0,0.5,0,0.6666666666666666,0,0.3333333333333333,0,0.5,1.0,0,0,0,0,0,0,0,0,0,1.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 4 i,204.13793103448242,17.41379310344828,1.7241379310344827,2.9310344827586206,1.7241379310344827,4.137931034482759,3.9655172413793105,1.5517241379310347,0,0,0,0.5172413793103449,0,0.8620689655172414,0.3448275862068966,0.3448275862068966,1.0344827586206897,0,0.5172413793103449,1.0344827586206897,2.0689655172413794,0,0.1724137931034483,0.5172413793103449,2.586206896551724,0,0.1724137931034483,0,1.0344827586206897,0,0,0,0,0.5172413793103449,0,0,1.0344827586206897,0,0.5172413793103449,0,0,0.3448275862068966,1.7241379310344829,0,0,0,1.0344827586206897,0,0,0,0,0,0,0,0.5172413793103449,0,0.3448275862068966,0,2.0689655172413794,1.3793103448275863,0.6896551724137931,0,1.0344827586206897,1.0344827586206897,0.8620689655172414,0,0,0,1.3793103448275863,0,0,0,0,0,0,0,1.0344827586206897,0,1.0344827586206897,0,0.3448275862068966,0,0,0,0,0,0,0,1.206896551724138,0,0,0.5172413793103449,0.3448275862068966,0,0,4.482758620689655,1.0344827586206897,0,2.0689655172413794,11.379310344827587,0,4.137931034482759,1.0344827586206897,0,0,0,0,0,0,0,0,0.6896551724137931,0,0,0,0,0,0,0,0,1.0344827586206897,2.7586206896551726,0.5172413793103449,0.6896551724137931,0,5.517241379310344,2.241379310344828,1.0344827586206897,2.413793103448276,1.0344827586206897,0,12.413793103448278,0,0,2.7586206896551726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931034482758621,4.482758620689656,0,0,0,0,0,2.0689655172413794,1.0344827586206897,0,0,0,0.6896551724137931,1.0344827586206897,1.7241379310344829,5.862068965517241,1.0344827586206897,0,1.0344827586206897,0.6896551724137931,0,1.0344827586206897,0,0,0,0,1.0344827586206897,1.0344827586206897,7.586206896551724,0,0,0,0,0,0,2.0689655172413794,0,0,0,1.0344827586206897,0.6896551724137931,0,1.0344827586206897,0,0,1.7241379310344829,1.0344827586206897,0,1.3793103448275863,0,0.3448275862068966,0,0,0,0,0,0,1.7241379310344829,5.517241379310344,0,0,4.827586206896552,0,0,0,0,0,0,3.1034482758620694,0,0,6.206896551724139,0,3.448275862068966,0,0,0,0,0,0,0,0,0.3448275862068966,0,0,0,0,0,1.7241379310344829,0,0,0,0,0,0,0,0.3448275862068966,0.3448275862068966,0,6.551724137931035,1.0344827586206897,0,1.0344827586206897,0,0,0,0,0,0,0,0,0,0.3448275862068966,0,0,0,0.3448275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7931034482758625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
