Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 15 i,40.00000000000001,6.000000000000001,0.75,0,1.25,0.3833333333333333,1.2833333333333332,0.5,0,0.41666666666666663,0.8333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0,0,0.25,0,0.3333333333333333,0.08333333333333333,0.25,0.5833333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5166666666666667,1.5,0.8333333333333333,0.4166666666666667,0,0,0.5833333333333334,0,0.25,0.8333333333333334,0,0,0.7499999999999999,0,0,0.3333333333333333,0,0.5833333333333333,0.3333333333333333,0,0,0.5,0.25,0.25,0.2,0,0.5,0.16666666666666666,0.36666666666666664,0.5,0.41666666666666663,0.49999999999999994,0,0.8333333333333333,0,0,0,0.3333333333333333,0.41666666666666663,0.9999999999999999,0,0.8333333333333334,0,1.0,0.41666666666666663,0,0.49999999999999994,0.5,0,0,0,0.16666666666666666,0,0.7499999999999999,0.16666666666666666,0,0,0.41666666666666663,0.3333333333333333,0,0,0.25,0,0,0.16666666666666666,0.08333333333333333,0,0.25,0,0,0,0,0,0,0,0.8333333333333334,0.25,0,0,0.16666666666666666,0,0,0,0.05,0.6333333333333334,0,0.25,0.6666666666666666,0.18333333333333335,0,0,0,0.08333333333333333,0.3333333333333333,0.1,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 15 ii,12.90000000000001,0.7749999999999999,0.22499999999999998,0.25,0.525,0.175,0.5,0.049999999999999996,0.27499999999999997,0.22499999999999998,1.165,0.30999999999999994,1.0899999999999999,0,0.35,0.3,0.175,0.22499999999999998,0.25,0,0,0.09999999999999999,0.16999999999999998,0,0.15,0,0.15,0,0.049999999999999996,0.105,0,0.375,0.25,0,0.15,0.3,0.049999999999999996,0,0.049999999999999996,0,0,0.15,0,0,0,0,0.345,0.04,0,0,0,0,0,0.049999999999999996,0,0,0,0,0.25,0,0.09999999999999999,0,0,0.075,0.09999999999999999,0,0.3,0.15,0.15,0,0,0,0.075,0.20999999999999996,0,0.15,0,0.09999999999999999,0.049999999999999996,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0.049999999999999996,0.22499999999999998,0.075,0,0,0,0,0,0,0,0,0.24999999999999997,0,0,0.075,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.135,0.03,0,0,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 15 iii,40.68181818181819,10.037878787878785,2.272727272727272,0.11363636363636363,1.8181818181818177,0.9848484848484848,1.8939393939393938,1.1363636363636362,0.303030303030303,0.303030303030303,0.22727272727272727,0.4545454545454545,1.8939393939393938,0,0.6818181818181818,0.4545454545454545,0.22727272727272727,0.8333333333333333,1.3636363636363635,0,0.5303030303030303,0.606060606060606,0.6818181818181817,0.303030303030303,0.1515151515151515,0,0.1515151515151515,0,0.6818181818181818,0,0.1515151515151515,4.772727272727272,0.606060606060606,1.3636363636363635,0.6818181818181818,0.8333333333333333,0.4545454545454545,0,0.1515151515151515,0.07575757575757575,0,0.606060606060606,0.07575757575757575,0,0.22727272727272727,0,0.909090909090909,0,0.606060606060606,0,0,0.45454545454545453,0,0,0,0,0,0,0,0.1515151515151515,0,0,0,0,0.1515151515151515,0,0,0.303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 15 iv,41.04166666666666,11.041666666666666,3.75,0.3125,4.583333333333334,2.0833333333333335,3.4374999999999996,1.3541666666666665,0.9375,1.25,2.5000000000000004,0.8333333333333333,1.25,0.10416666666666666,1.9791666666666667,0.20833333333333331,0.3125,1.0416666666666667,4.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 15 v,86.0,5.0,3.8333333333333335,0.5,1.25,1.5833333333333333,6.25,0.5,0.5,3.5833333333333335,5.75,4.333333333333333,4.75,1.25,3.0,6.166666666666667,1.5,3.0,7.25,1.0,0,1.0,0.5,1.0,0,0,0.5,0.5,2.5,0.5,1.5,5.0,1.0,0.5,0.5,0.5,0,0.5,1.0,0.5,0,0.5,0,0,3.5,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 16 i,19.090909090909086,1.7045454545454546,1.8749999999999998,0.3409090909090909,0.8522727272727273,1.534090909090909,0.7386363636363635,0.7954545454545453,0.3409090909090909,1.0227272727272727,1.534090909090909,1.5909090909090906,2.215909090909091,0,0.3409090909090909,1.818181818181818,0,1.7045454545454544,0.5113636363636364,0.17045454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 16 ii,39.58333333333334,20.000000000000004,2.5,0.8333333333333334,5.277777777777777,3.611111111111111,4.027777777777778,3.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 16 iii,29.75,9.583333333333332,2.25,0.41666666666666663,3.0833333333333335,3.25,2.75,2.083333333333333,0,0,1.0,0.75,1.0,0,0.41666666666666663,0.25,0.3333333333333333,1.1666666666666667,0.9166666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 16 iv,17.46428571428571,6.800595238095238,2.1904761904761902,2.705357142857143,1.8124999999999998,0.9583333333333333,2.339285714285714,0.6577380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 16 v,16.94761904761905,2.342857142857143,1.7357142857142858,0.419047619047619,2.5976190476190477,0.9499999999999998,0.8571428571428572,0.30952380952380953,0.3,0.7,1.3,1.0976190476190475,0.7880952380952381,0,0.5,0.55,0,0.6690476190476191,1.5023809523809526,0.3285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 17 i,31.785714285714356,5.6250000000000036,2.7678571428571432,0.8928571428571428,1.714285714285714,1.4285714285714284,0.7767857142857141,0.5892857142857142,1.5178571428571426,0.5803571428571428,2.008928571428571,1.5624999999999996,1.2499999999999998,0,0.9374999999999999,0.7142857142857143,0.08928571428571427,0.794642857142857,1.3482142857142856,0.3125,0.39285714285714285,0.5178571428571428,0.4821428571428571,0.49107142857142855,0.33928571428571425,0.17857142857142855,0,0,0.2857142857142857,0.4910714285714285,0.13392857142857142,0.2857142857142857,0.8035714285714284,0.053571428571428575,0.5714285714285713,0.44642857142857134,0,0,0.5267857142857143,0.2946428571428571,0,0,0,0,0.17857142857142855,0,0,0.04464285714285714,0.2232142857142857,0,0,0,0,0,0,0,0,0,0.13392857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 17 ii,74.58333333333333,26.562499999999996,7.656250000000001,1.614583333333333,3.4895833333333335,3.489583333333333,2.4479166666666665,2.552083333333333,2.34375,0.8854166666666666,4.375,1.40625,2.34375,0,1.0416666666666665,0,0,2.34375,0.20833333333333331,0,0.15625,0.8333333333333333,1.7708333333333335,1.4583333333333333,0,0.9375,0,0.625,0.15625,0,0.3125,1.875,0.3125,1.09375,0.3125,0.20833333333333331,0.20833333333333331,0.625,0,0.15625,0,0,0,0,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 17 iii,15.04166666666667,2.9333333333333336,1.1166666666666665,0.2833333333333333,0.8749999999999999,0.6916666666666667,1.2249999999999999,0.125,0.125,0.4166666666666667,0.37499999999999994,0.6666666666666666,0.75,0,0.20833333333333331,0.2916666666666667,0.2916666666666667,0.375,0.49999999999999994,0.041666666666666664,0.08333333333333333,0,0.041666666666666664,0.08333333333333333,0.25,0,0,0.29166666666666663,0.125,0.16666666666666666,0.375,0.041666666666666664,0.41666666666666663,0,0.08333333333333333,0.29166666666666663,0.16666666666666666,0,0.125,0.25,0,0.08333333333333333,0,0.08333333333333333,0.25,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 18 i,40.55555555555562,6.574074074074073,0.8333333333333334,0.8333333333333333,2.2222222222222223,1.0185185185185184,1.8518518518518516,0.6481481481481481,0.46296296296296297,0.5555555555555556,0.2777777777777778,1.4814814814814814,2.87037037037037,0.37037037037037035,0.2777777777777778,0.5555555555555556,0.2777777777777778,0,1.574074074074074,0,0,0,0.09259259259259259,1.2962962962962963,0,0,0.18518518518518517,0,1.3888888888888888,0,0.46296296296296297,0,0.2777777777777778,2.037037037037037,0.6481481481481481,0.37037037037037035,0.37037037037037035,0,0.2777777777777778,0.2777777777777778,0,0.2777777777777778,0.09259259259259259,0,0.4629629629629629,0,0,0,0,0,0,0,0.18518518518518517,0,0,0,0,0,0.5555555555555556,0,2.0370370370370368,0,0.7407407407407407,0,0,0,0,0,1.2037037037037035,0,0,0.09259259259259259,0,0,0.37037037037037035,0.37037037037037035,0,0.5555555555555556,0,0,0,0.8333333333333333,0,0,0,0,0,0,0,0,0,0.5555555555555556,0,0,0.2777777777777778,0,0,0,0,0.46296296296296297,0,0,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037037037035,0,0,0.18518518518518517,0,0,0,0,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 18 ii,44.65000000000001,8.162500000000001,2.1625,2.1374999999999997,1.4249999999999998,3.1375,2.9375000000000004,2.825,0.3625,1.2499999999999998,1.9124999999999999,0.7875,2.1375,0.3,0.2875,0.9375,0.25,0.3,1.7625,0.19999999999999998,0,0.7625,0.8375,0,0.125,0.1875,0,0,0.5,1.575,0.39999999999999997,0.6875,0.38749999999999996,0.44999999999999996,0.3,0,0.3,0,0.3,0.375,0,0,0.3,0,0,0,0,0,0,0,0.049999999999999996,0,0,0.5499999999999999,0,0,0.35,1.4,0,0,0.19999999999999998,0,0,0,0.049999999999999996,0,0,0,0,0,0,0,0.1875,0.09999999999999999,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19999999999999998,0,0,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 18 iii,38.2416666666667,8.704761904761906,2.5476190476190474,1.8964285714285714,1.0273809523809523,3.23452380952381,1.851190476190476,0.41666666666666663,1.0583333333333336,0.8416666666666666,2.0547619047619046,2.216666666666667,3.333333333333333,0.2833333333333333,0.125,0.5583333333333333,0.4916666666666667,0,0.6583333333333333,0.6416666666666666,0.16666666666666666,0.3,0.3083333333333333,0.2916666666666667,0.16666666666666666,0.5249999999999999,0,0.39999999999999997,0.125,0,0.19999999999999998,0.26666666666666666,0.125,0.7166666666666667,0.36666666666666664,0,0.6333333333333333,0.19999999999999998,0.5916666666666666,0,0,0,0.125,0,0,0,0.3416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.19999999999999998,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
